CodiceBambino,Gruppo,DC,SO,MC,CI,CR,VC,LN,RM,CO,RS,QI.totale,IndiceComprensioneVerbale,IndiceRagionamentoPercettivo,IndiceMemoriaLavoro,IndiceVelocitaElaborazione
2807,DSA,13,15,9,13,2,13,8,13,12,7,104,120,119,91,68
2808,DSA,10,11,5,15,5,12,8,12,11,14,102,108,115,79,97
2809,DSA,11,13,12,10,5,5,8,7,11,10,94,98,96,100,85
2810,DSA,7,2,5,8,6,1,8,11,6,10,71,59,91,79,88
2811,DSA,13,16,6,13,11,13,7,15,13,14,117,124,124,79,115
2812,DSA,11,14,8,16,7,11,11,8,14,8,106,118,111,97,85
2813,DSA,10,9,6,7,6,7,8,14,13,10,92,98,102,82,88
2814,DSA,12,13,13,12,9,11,13,14,16,13,121,120,117,118,106
2815,DSA,11,10,5,11,5,12,8,9,13,6,92,110,102,79,74
2816,DSA,10,9,5,13,8,10,6,14,13,11,99,104,115,73,97
2817,DSA,9,9,6,10,6,17,7,9,14,5,94,120,96,79,74
2818,DSA,8,12,7,9,11,8,4,9,10,10,90,100,91,73,103
2819,DSA,9,9,8,9,10,12,9,10,12,7,96,106,96,91,91
2820,DSA,9,12,7,13,6,11,8,9,11,11,98,108,102,85,91
2821,DSA,11,15,7,11,10,15,7,13,16,12,114,131,111,82,106
2822,DSA,9,10,7,10,6,14,8,6,12,10,94,112,89,85,88
2823,DSA,14,10,9,14,16,12,16,16,11,16,127,106,130,115,135
2824,DSA,11,11,9,12,11,13,4,15,14,8,106,116,117,79,97
2825,DSA,11,12,8,12,3,10,10,11,10,10,98,104,109,94,80
2826,DSA,9,12,10,8,10,9,10,11,13,11,102,108,96,100,103
2827,DSA,8,9,6,13,6,12,11,11,9,13,98,100,104,91,97
2828,DSA,10,9,6,5,8,9,6,14,12,10,91,100,98,76,94
2829,DSA,10,8,6,13,9,9,9,13,8,12,98,90,113,85,103
2830,DSA,7,6,11,9,3,11,5,6,8,2,74,90,83,88,56
2831,DSA,9,16,10,10,7,15,9,14,16,12,115,133,106,97,97
2832,DSA,12,9,7,8,12,9,9,10,11,11,98,98,100,88,109
2833,DSA,12,11,11,14,9,5,10,14,12,9,106,96,121,103,94
2834,DSA,14,9,12,12,7,7,9,15,5,8,98,82,124,103,85
2835,DSA,7,9,5,8,10,10,8,10,8,10,88,94,89,79,100
2836,DSA,11,8,6,7,7,9,9,7,9,5,82,92,89,85,77
2837,DSA,11,7,9,13,10,6,11,12,8,11,98,82,113,100,103
2838,DSA,17,9,8,9,7,11,10,13,11,9,103,102,119,94,88
2839,DSA,16,7,6,7,9,9,9,13,8,10,95,88,113,85,97
2840,DSA,13,12,5,16,10,10,10,12,8,10,105,100,124,85,100
2841,DSA,12,12,7,16,8,12,2,9,13,8,99,114,115,67,88
2842,DSA,8,6,3,9,12,5,9,8,5,12,81,72,89,76,112
2843,DSA,10,10,6,9,8,10,8,11,14,11,98,108,100,82,97
2844,DSA,8,10,13,10,10,15,11,14,11,12,111,112,104,112,106
2845,DSA,11,10,5,8,5,10,4,8,11,8,84,102,94,67,80
2846,DSA,7,8,7,7,7,10,6,2,10,8,77,96,70,79,85
2847,DSA,13,14,7,13,5,9,12,11,10,9,102,106,115,97,82
2848,DSA,14,10,7,6,8,10,9,13,9,5,93,98,106,88,80
2849,DSA,8,14,11,9,9,12,14,8,10,6,101,112,89,115,85
2850,DSA,16,13,9,16,10,12,11,15,13,11,121,116,136,100,103
2851,DSA,14,8,6,9,16,10,13,13,5,17,109,86,113,97,138
2852,DSA,12,12,12,13,5,10,11,11,10,6,102,104,113,109,74
2853,DSA,12,8,4,18,9,13,6,9,10,9,98,102,119,70,94
2854,DSA,16,15,8,14,14,13,12,17,17,11,130,129,136,100,115
2855,DSA,14,13,11,16,11,17,12,18,13,10,128,126,139,109,103
2856,DSA,8,11,9,14,3,12,11,11,13,5,98,112,106,100,65
2857,DSA,10,10,8,10,6,11,2,14,12,9,94,106,109,70,85
2858,DSA,11,10,10,7,17,12,12,16,15,15,120,114,109,106,135
2859,DSA,11,12,10,15,14,15,8,16,16,14,125,126,126,94,123
2860,DSA,8,11,5,12,9,14,8,10,12,9,98,114,100,79,94
2861,DSA,14,12,9,13,6,12,13,13,13,10,112,114,121,106,88
2862,DSA,7,11,6,11,12,7,6,13,10,11,95,96,102,76,109
2863,DSA,10,8,9,11,12,6,12,14,9,14,104,86,111,103,118
2864,DSA,10,11,11,16,12,11,14,12,10,10,114,104,117,115,106
2865,DSA,17,11,10,13,6,12,10,13,11,15,115,108,128,100,103
2866,DSA,13,13,10,13,8,9,6,15,15,7,107,114,124,88,85
2867,DSA,6,14,9,15,5,15,8,10,17,7,105,131,102,91,77
2868,DSA,8,9,9,7,6,14,7,15,14,6,96,114,100,88,77
2869,DSA,12,7,10,14,10,12,9,13,10,11,106,98,119,97,103
2870,DSA,12,9,8,11,8,9,6,15,5,9,94,86,117,82,91
2871,DSA,10,9,3,11,8,16,5,9,14,7,94,118,100,65,85
2872,DSA,13,12,12,11,11,12,14,14,14,13,121,116,117,118,112
2873,DSA,10,7,11,12,10,10,6,8,7,10,93,88,100,91,100
2874,DSA,10,9,4,13,8,11,9,8,9,9,92,98,102,79,91
2875,DSA,10,10,9,9,11,10,8,15,8,13,102,96,109,91,112
2876,DSA,14,9,11,8,12,10,10,11,14,14,110,106,106,103,118
2877,DSA,9,8,13,15,12,4,12,9,10,9,101,84,106,115,103
2878,DSA,5,8,5,13,5,9,10,9,7,4,80,88,94,85,68
2879,DSA,11,11,7,10,7,10,6,10,9,6,89,100,102,79,80
2880,DSA,17,13,14,14,12,13,16,19,11,14,135,114,143,130,118
2881,DSA,6,10,8,9,6,6,7,11,13,7,86,98,91,85,80
2882,DSA,9,11,5,10,4,9,8,9,8,4,81,96,96,79,65
2883,DSA,12,11,8,12,8,15,7,9,15,6,102,122,106,85,82
2884,DSA,12,14,12,16,9,12,12,11,17,10,120,126,119,112,97
2885,DSA,10,9,12,10,5,8,9,7,10,11,93,94,94,103,88
2886,DSA,9,15,7,13,10,11,9,7,13,17,109,118,98,88,120
2887,DSA,13,14,7,15,9,12,10,12,15,11,115,122,121,91,100
2888,DSA,11,8,9,7,8,12,9,5,11,8,90,102,85,94,88
2889,DSA,8,7,9,12,9,9,7,8,6,1,81,84,96,88,71
2890,DSA,14,13,6,15,9,16,4,12,12,12,110,122,124,70,103
2891,DSA,13,12,4,14,5,14,11,12,14,11,108,120,119,85,88
2892,DSA,11,10,13,9,7,12,8,7,14,7,98,112,94,103,82
2893,DSA,8,12,9,12,10,4,6,11,8,7,89,88,102,85,91
2894,DSA,8,9,9,12,7,8,5,7,5,9,83,84,94,82,88
2895,DSA,9,13,11,17,8,6,7,6,13,10,100,104,104,94,94
2896,DSA,14,10,6,15,3,10,10,15,8,11,102,96,130,88,82
2897,DSA,12,12,10,16,8,10,10,13,11,7,107,106,124,100,85
2898,DSA,11,11,10,6,10,11,13,10,14,11,106,112,94,109,103
2899,DSA,14,8,13,13,11,7,12,12,11,10,109,92,119,115,103
2900,DSA,8,13,9,13,9,9,12,7,15,13,106,114,96,103,106
2901,DSA,8,16,9,12,6,14,7,13,12,11,106,124,106,88,91
2902,DSA,13,10,9,11,9,12,10,17,14,11,113,112,124,97,100
2903,DSA,14,13,11,19,7,9,10,12,15,8,115,114,132,103,85
2904,DSA,12,13,10,15,10,13,8,16,16,12,120,124,128,94,106
2905,DSA,8,10,6,15,5,9,7,10,13,11,95,104,106,79,88
2906,DSA,7,7,6,9,8,9,11,7,6,9,83,84,85,91,91
2907,DSA,4,6,8,12,10,7,11,7,12,8,88,90,85,97,94
2908,DSA,10,16,6,12,11,15,9,15,11,14,115,124,115,85,115
2909,DSA,11,12,9,12,12,13,8,15,13,10,112,116,117,91,106
2910,DSA,10,9,9,10,5,7,10,9,7,5,85,86,98,97,71
2911,DSA,5,7,9,9,9,12,8,7,9,6,85,96,81,91,85
2912,DSA,8,16,6,11,9,14,9,9,17,4,102,133,96,85,80
2913,DSA,9,13,12,14,6,15,10,9,14,5,106,124,104,106,74
2914,DSA,8,11,11,6,12,10,4,8,9,10,91,100,83,85,106
2915,DSA,10,14,6,14,6,12,6,12,11,8,99,114,113,76,82
2916,DSA,11,11,11,7,9,9,13,10,17,7,104,114,96,112,88
2917,DSA,12,14,9,12,8,12,9,10,13,12,109,118,109,94,100
2918,DSA,9,8,8,9,3,5,5,5,9,6,73,84,85,79,68
2919,DSA,7,7,10,14,12,13,12,13,14,8,108,108,109,106,100
2920,DSA,10,12,10,12,8,12,7,9,16,8,103,120,102,91,88
2921,DSA,10,9,3,10,4,13,4,10,7,7,81,98,100,62,74
2922,DSA,11,7,4,6,8,9,4,7,7,7,76,86,87,65,85
2923,DSA,12,12,8,11,10,9,8,15,10,14,107,102,117,88,112
2924,DSA,10,12,7,15,12,10,9,10,6,15,105,96,111,88,120
2925,DSA,8,6,8,14,14,9,10,11,10,10,100,90,106,94,112
2926,DSA,14,8,7,8,5,12,6,8,7,6,85,94,100,79,74
2927,DSA,11,8,12,12,7,9,10,12,3,10,95,80,111,106,91
2928,DSA,8,10,9,10,9,7,8,8,10,9,90,94,91,91,94
2929,DSA,14,9,6,7,10,10,10,16,8,6,97,94,115,88,88
2930,DSA,6,12,13,6,13,13,8,7,12,8,98,114,76,103,103
2931,DSA,10,8,6,10,5,7,14,8,4,7,83,78,96,100,77
2932,DSA,7,10,10,12,1,7,12,13,8,3,86,90,104,106,53
2933,DSA,13,15,10,15,13,15,7,12,12,12,119,124,121,91,115
2934,DSA,11,10,11,10,8,13,10,13,14,5,104,114,109,103,80
2935,DSA,16,13,12,15,11,16,13,15,9,15,128,116,134,115,118
2936,DSA,6,7,7,9,14,9,12,8,12,10,95,96,85,97,112
2937,DSA,9,5,5,11,13,9,7,7,7,5,82,82,94,76,94
2938,DSA,16,11,4,17,6,9,7,15,8,9,102,96,139,73,85
2939,DSA,13,8,10,11,7,7,9,10,3,8,89,76,109,97,85
2940,DSA,10,11,3,16,15,8,8,13,13,8,104,104,119,73,109
2941,DSA,13,10,13,12,11,11,9,11,12,14,113,106,113,106,115
2942,DSA,11,14,8,13,6,11,8,16,13,7,106,116,121,88,80
2943,DSA,10,15,6,11,7,11,12,11,11,14,106,114,104,94,103
2944,DSA,6,9,4,8,8,4,7,9,7,10,77,80,85,73,94
2945,DSA,5,10,7,12,2,13,8,6,10,5,82,106,85,85,62
2946,DSA,13,15,8,13,11,16,8,15,15,7,117,131,124,88,94
2947,DSA,15,8,4,11,11,10,4,8,10,9,92,96,109,65,100
2948,DSA,11,12,11,14,10,12,9,3,12,8,102,112,96,100,94
2949,DSA,7,10,4,10,8,9,1,8,9,7,78,96,89,56,85
2950,DSA,8,16,15,15,8,12,11,13,15,10,119,126,113,118,94
2951,DSA,13,11,9,12,6,12,8,15,11,7,103,108,121,91,80
2952,DSA,14,15,10,10,10,12,9,16,11,10,114,116,121,97,100
2953,DSA,13,15,10,11,10,11,7,10,11,9,106,114,109,91,97
2954,DSA,12,13,7,11,5,12,10,9,14,10,102,118,104,91,85
2955,DSA,9,5,7,9,8,10,9,11,10,8,89,90,98,88,88
2956,DSA,8,10,17,9,1,9,11,10,13,7,96,104,94,124,65
2957,DSA,15,14,7,11,8,8,13,15,13,9,110,110,124,100,91
2958,DSA,13,9,4,7,6,8,4,11,8,14,87,90,102,65,100
2959,DSA,11,12,7,11,7,7,7,12,12,5,93,102,109,82,77
2960,DSA,8,9,10,6,7,7,8,12,7,8,85,86,91,94,85
2961,DSA,3,6,9,4,7,7,6,5,8,5,68,82,61,85,77
2962,DSA,10,7,7,6,8,9,7,7,13,6,84,98,85,82,82
2963,DSA,8,11,8,10,6,9,10,13,12,9,97,104,102,94,85
2964,DSA,14,9,10,8,8,11,9,11,16,12,106,112,106,97,100
2965,DSA,13,10,14,13,10,9,13,14,12,11,115,102,121,121,103
2966,DSA,12,8,9,7,8,9,9,7,6,9,87,86,91,94,91
2967,DSA,10,13,7,7,7,10,11,10,11,11,98,108,94,94,94
2968,DSA,11,9,7,15,5,10,10,11,12,11,101,102,115,91,88
2969,DSA,7,11,13,11,9,11,12,12,7,17,108,98,100,115,118
2970,DSA,9,15,7,9,3,9,7,12,14,3,90,116,100,82,59
2971,DSA,12,5,6,11,2,10,8,11,15,5,88,100,109,82,62
2972,DSA,13,11,8,13,12,15,10,12,10,11,112,112,117,94,109
2973,DSA,10,10,12,11,9,13,11,12,17,13,115,120,106,109,106
2974,DSA,8,5,9,12,13,4,12,13,1,9,89,61,106,103,106
2975,DSA,14,12,7,11,11,13,5,13,10,10,105,110,117,76,103
2976,DSA,6,9,11,10,12,14,13,13,9,13,108,104,98,112,115
2977,DSA,11,11,7,8,9,13,8,11,12,15,104,112,100,85,112
2978,DSA,9,11,12,10,8,14,10,11,8,8,101,106,100,106,88
2979,DSA,8,10,15,6,13,9,17,6,10,11,104,98,78,136,112
2980,DSA,13,14,7,14,9,16,13,16,15,10,122,129,128,100,97
2981,DSA,11,12,5,12,13,10,9,10,16,9,106,116,106,82,106
2982,DSA,11,8,10,10,5,7,8,10,10,7,89,90,102,94,77
2983,DSA,10,13,13,12,12,13,13,15,15,9,120,122,115,118,103
2984,DSA,13,12,7,17,10,15,9,15,12,11,117,118,132,88,103
2985,DSA,13,9,8,11,15,7,12,12,9,13,107,90,113,100,123
2986,DSA,7,9,12,12,2,12,6,14,12,5,93,106,106,94,62
2987,DSA,11,12,11,8,6,8,7,11,14,9,98,108,100,94,85
2988,DSA,11,8,14,14,9,9,11,10,12,9,106,98,111,115,94
2989,DSA,7,11,8,9,9,14,12,8,14,10,102,118,87,100,97
2990,DSA,8,5,9,7,7,8,7,10,9,7,81,84,89,88,82
2991,DSA,16,10,7,10,9,9,11,11,10,11,103,98,115,94,100
2992,DSA,12,6,9,11,5,10,9,7,11,5,88,94,100,94,71
2993,DSA,10,9,7,9,10,10,7,1,15,13,93,108,78,82,109
2994,DSA,8,9,7,15,11,9,10,10,8,8,96,92,106,91,97
2995,DSA,16,11,8,14,10,11,9,8,11,12,108,106,117,91,106
2996,DSA,13,12,12,13,12,14,11,15,16,15,127,124,124,109,120
2997,DSA,13,13,9,14,13,11,2,12,10,12,107,108,119,73,115
2998,DSA,11,14,10,14,13,11,11,15,14,16,123,118,121,103,126
2999,DSA,14,7,9,11,10,9,8,16,13,12,107,98,124,91,106
3000,DSA,7,12,7,11,8,10,7,7,9,8,89,102,89,82,88
3001,DSA,7,10,10,12,10,11,14,6,8,6,95,98,89,112,88
3002,DSA,13,11,7,12,8,11,9,10,11,10,102,106,111,88,94
3003,DSA,10,10,12,13,6,9,12,13,9,9,102,96,113,112,85
3004,DSA,11,6,11,11,8,6,9,9,5,8,87,74,102,100,88
3005,DSA,8,4,7,10,8,5,6,4,6,9,73,70,83,79,91
3006,DSA,12,8,10,10,8,8,5,9,10,6,89,92,102,85,82
3007,DSA,9,12,7,8,1,10,9,8,15,5,87,114,89,88,59
3008,DSA,12,11,10,15,8,8,8,15,10,8,104,98,126,94,88
3009,DSA,16,13,8,18,8,11,6,16,11,11,115,110,143,82,97
3010,DSA,8,10,7,13,9,8,5,11,9,10,92,94,104,76,97
3011,DSA,6,10,9,14,9,14,8,11,17,8,105,122,102,91,91
3012,DSA,11,12,11,15,7,14,10,13,14,12,115,120,119,103,97
3013,DSA,9,8,7,8,7,11,10,6,7,8,85,92,85,91,85
3014,DSA,9,13,9,10,12,14,6,7,16,11,106,126,91,85,109
3015,DSA,7,13,9,9,4,10,8,7,7,5,83,100,85,91,68
3016,DSA,12,13,10,7,10,15,7,9,15,9,106,126,96,91,97
3017,DSA,16,11,8,13,13,12,10,12,13,10,115,112,124,94,109
3018,DSA,8,8,9,12,5,9,10,9,12,7,91,98,98,97,77
3019,DSA,10,10,7,12,13,12,10,11,15,10,108,114,106,91,109
3020,DSA,12,13,3,15,9,13,7,16,13,7,106,118,128,70,88
3021,DSA,11,9,8,17,14,8,9,14,12,12,111,98,126,91,118
3022,DSA,9,10,10,17,5,6,8,11,9,11,97,90,115,94,88
3023,DSA,11,8,8,12,7,8,11,14,7,10,97,86,115,97,91
3024,DSA,5,13,9,7,9,12,7,12,13,10,98,116,87,88,97
3025,DSA,7,8,14,13,6,10,12,15,12,8,104,100,111,118,82
3026,DSA,15,12,10,15,6,14,9,11,15,11,115,122,124,97,91
3027,DSA,9,15,14,9,10,12,11,11,14,8,110,122,98,115,94
3028,DSA,9,13,5,7,8,11,7,11,13,10,95,114,94,76,94
3029,DSA,10,7,5,10,8,12,10,11,8,8,91,94,102,85,88
3030,DSA,8,9,7,15,2,11,7,13,8,7,89,96,113,82,68
3031,DSA,12,12,10,10,8,9,10,15,11,10,106,104,115,100,94
3032,DSA,11,11,8,14,9,12,10,9,12,10,105,110,109,94,97
3033,DSA,10,5,7,12,10,12,11,11,13,15,105,100,106,94,115
3034,DSA,9,10,6,14,7,8,7,7,7,10,88,90,100,79,91
3035,DSA,9,12,6,5,12,12,5,13,12,11,98,112,94,73,109
3036,DSA,13,9,5,12,12,9,10,15,7,13,104,90,121,85,115
3037,DSA,8,10,10,10,13,12,11,10,10,10,103,104,96,103,109
3038,DSA,14,11,8,19,8,8,11,17,11,11,115,100,143,97,97
3039,DSA,11,14,8,12,6,12,13,8,15,7,105,122,102,103,80
3040,DSA,9,14,8,9,9,17,10,15,17,17,120,135,106,94,118
3041,DSA,11,12,9,10,5,13,7,9,8,9,94,106,100,88,82
3042,DSA,4,8,6,12,6,12,5,10,7,1,77,94,91,73,62
3043,DSA,11,11,9,15,3,10,8,10,13,8,98,108,113,91,74
3044,DSA,12,5,8,9,7,9,7,10,7,12,89,82,102,85,97
3045,DSA,9,16,7,16,6,12,13,19,16,8,118,128,130,100,82
3046,DSA,12,9,11,13,7,11,10,14,17,15,115,114,119,103,106
3047,DSA,11,11,11,10,10,8,7,10,10,10,98,98,102,94,100
3048,DSA,10,7,9,14,9,11,8,10,10,9,98,96,109,91,94
3049,DSA,16,10,11,12,13,13,8,11,8,11,110,102,119,97,112
3050,DSA,11,12,6,15,8,14,6,9,10,7,98,112,111,76,85
3051,DSA,15,8,2,7,7,9,5,13,8,5,83,90,111,62,77
3052,DSA,8,9,9,11,7,11,9,12,15,13,103,110,102,94,100
3053,DSA,10,11,9,12,8,14,8,9,17,10,106,124,102,91,94
3054,DSA,13,9,8,11,6,9,12,18,8,15,107,92,126,100,103
3055,DSA,9,12,9,13,9,12,12,13,18,5,110,124,111,103,82
3056,DSA,12,11,13,17,9,10,12,13,17,11,120,116,126,115,100
3057,DSA,11,6,7,9,6,10,7,5,10,4,80,92,89,82,71
3058,DSA,12,5,8,9,9,7,10,16,9,12,98,82,115,94,103
3059,DSA,12,11,7,11,6,13,5,11,15,10,101,118,109,76,88
3060,DSA,10,8,11,14,11,10,10,12,15,9,108,106,113,103,100
3061,DSA,12,12,10,17,9,12,10,15,8,12,114,104,130,100,103
3062,DSA,11,14,7,15,10,12,7,18,8,10,110,108,130,82,100
3063,DSA,14,15,6,12,7,12,7,13,8,6,100,110,119,79,80
3064,DSA,9,13,9,11,7,9,9,10,16,6,99,116,100,94,80
3065,DSA,8,10,9,16,6,9,10,14,15,11,106,108,117,97,91
3066,DSA,11,11,9,12,2,10,9,16,16,7,102,114,119,94,68
3067,DSA,12,17,7,16,12,11,11,14,15,15,124,126,126,94,120
3068,DSA,10,7,10,15,13,8,9,8,6,9,96,82,106,97,106
3069,DSA,10,6,8,11,11,8,9,9,12,11,96,92,100,91,106
3070,DSA,8,9,9,8,6,10,10,8,8,6,85,94,87,97,77
3071,DSA,9,14,11,12,6,14,8,11,15,9,107,126,104,97,85
3072,DSA,9,9,5,9,5,9,5,9,9,12,85,94,94,70,91
3073,DSA,17,16,4,16,7,14,12,13,12,9,116,124,134,88,88
3074,DSA,14,11,9,9,12,12,7,15,9,13,109,104,117,88,115
3075,DSA,10,15,9,15,7,15,9,12,11,10,110,122,115,94,91
3076,DSA,8,11,9,14,7,10,7,9,14,8,98,110,102,88,85
3077,DSA,10,4,7,9,9,9,5,9,9,7,82,84,96,76,88
3078,DSA,3,4,2,6,8,6,6,4,7,10,64,74,63,65,94
3079,DSA,9,11,8,10,3,10,7,5,9,6,82,100,87,85,68
3080,DSA,12,7,8,10,7,8,7,9,13,9,92,96,102,85,88
3081,DSA,6,9,5,14,7,9,3,8,8,7,81,92,96,65,82
3082,DSA,10,8,10,8,8,6,8,10,9,9,89,86,96,94,91
3083,DSA,9,13,7,10,10,15,10,14,15,12,112,126,106,91,106
3084,DSA,13,7,12,12,12,9,11,13,8,9,105,88,117,109,103
3085,DSA,13,11,6,9,8,7,10,13,5,7,91,86,111,88,85
3086,DSA,14,9,6,13,8,12,6,15,12,8,102,106,126,76,88
3087,DSA,9,15,15,15,14,13,10,11,15,8,120,126,111,115,106
3088,DSA,9,9,11,7,3,10,10,9,11,6,88,100,89,103,68
3089,DSA,14,10,6,8,9,9,10,14,8,11,99,94,113,88,100
3090,DSA,8,10,7,12,6,6,7,13,11,10,92,94,106,82,88
3091,DSA,9,9,10,9,11,13,11,6,10,7,96,104,87,103,94
3092,DSA,13,12,10,14,10,12,10,8,7,10,105,102,111,100,100
3093,DSA,12,14,6,9,7,12,9,14,10,12,104,112,111,85,97
3094,DSA,14,12,11,15,1,9,11,13,10,11,106,102,126,106,77
3095,DSA,7,7,9,12,8,11,9,9,7,7,89,90,96,94,85
3096,DSA,11,13,8,12,8,11,6,14,15,13,109,118,115,82,103
3097,DSA,7,11,7,10,4,10,6,12,12,7,89,106,98,79,74
3098,DSA,13,8,8,7,8,6,9,14,11,11,96,90,109,91,97
3099,DSA,8,11,6,13,6,7,7,11,10,6,88,96,104,79,77
3100,DSA,6,14,11,8,9,12,6,9,11,4,92,114,85,91,80
3101,DSA,13,12,8,15,7,9,13,8,12,10,106,106,113,103,91
3102,DSA,14,10,6,15,8,12,9,14,11,9,106,106,128,85,91
3103,DSA,9,10,9,9,8,8,6,14,9,10,94,94,104,85,94
3104,DSA,12,11,2,10,7,9,3,8,12,11,88,104,100,56,94
3105,DSA,16,10,11,15,7,12,11,17,11,9,115,106,139,106,88
3106,DSA,13,10,11,10,8,12,6,9,13,10,102,110,104,91,94
3107,DSA,7,5,9,9,11,6,11,6,3,8,80,69,83,100,97
3108,DSA,12,13,9,14,9,13,10,14,16,11,117,124,121,97,100
3109,DSA,13,15,11,12,9,10,9,10,11,13,110,112,111,100,106
3110,DSA,2,7,5,9,7,6,4,8,5,8,69,76,76,67,85
3111,DSA,14,11,11,12,13,12,14,14,12,10,119,110,121,115,109
3112,DSA,7,7,1,16,7,8,5,10,15,6,85,100,106,59,80
3113,DSA,7,7,6,8,11,6,6,9,2,8,76,70,87,76,97
3114,DSA,10,9,9,11,4,9,9,9,7,7,87,90,100,94,74
3115,DSA,2,11,1,9,11,9,7,5,14,7,81,108,70,65,94
3116,DSA,14,13,8,13,12,10,11,17,7,12,114,100,130,97,112
3117,DSA,10,9,8,11,12,12,8,12,13,9,103,108,106,88,103
3118,DSA,5,5,9,8,10,9,5,8,9,6,79,86,81,82,88
3119,DSA,15,13,8,16,13,11,11,19,15,15,129,118,143,97,123
3120,DSA,8,10,8,4,3,11,9,8,10,6,81,102,78,91,68
3121,DSA,4,10,8,16,7,13,9,6,16,2,93,118,91,91,68
3122,DSA,8,13,12,11,13,15,7,10,7,12,106,110,98,97,115
3123,DSA,13,13,7,7,6,13,8,13,15,8,102,122,106,85,82
3124,DSA,9,7,8,13,6,7,8,9,5,10,85,78,102,88,88
3125,DSA,15,13,10,12,10,12,11,9,15,6,110,120,113,103,88
3126,DSA,18,19,9,14,8,15,13,15,12,14,130,131,136,106,106
3127,DSA,8,11,11,7,2,10,9,17,8,5,90,98,104,100,62
3128,DSA,12,12,10,9,10,10,8,14,12,12,107,108,111,94,106
3129,DSA,11,13,9,11,7,8,7,10,8,11,96,98,104,88,94
3130,DSA,10,4,11,7,13,1,11,11,5,9,85,61,96,106,106
3131,DSA,15,10,8,9,6,7,13,9,10,6,94,94,106,103,77
3132,DSA,8,12,8,9,12,10,12,10,7,9,98,98,94,100,103
3133,DSA,9,12,4,13,5,9,11,10,8,9,92,98,104,85,82
3134,DSA,13,7,6,15,8,8,8,10,9,12,97,88,117,82,100
3135,DSA,7,3,10,3,12,8,8,10,6,10,81,74,78,94,106
3136,DSA,14,13,10,9,9,13,9,13,12,7,107,116,113,97,88
3137,DSA,16,10,6,11,12,14,9,14,13,15,116,114,124,85,120
3138,DSA,9,14,12,14,12,12,10,16,18,8,120,128,119,106,100
3139,DSA,12,10,11,12,10,10,12,11,8,13,107,96,111,109,109
3140,DSA,11,6,7,7,6,8,10,8,10,4,81,88,91,91,71
3141,DSA,6,10,3,5,9,7,4,8,7,9,74,88,76,62,94
3142,DSA,18,13,10,15,9,10,14,14,7,9,115,100,136,112,94
3143,DSA,7,10,5,13,4,12,7,4,13,6,85,110,87,76,71
3144,DSA,11,11,9,16,7,13,5,10,14,10,105,116,115,82,91
3145,DSA,11,13,10,19,6,10,9,16,11,10,112,108,134,97,88
3146,DSA,10,10,10,11,10,10,10,9,14,6,100,108,100,100,88
3147,DSA,11,16,10,7,10,11,10,7,17,13,110,128,89,100,109
3148,DSA,11,3,5,12,6,8,6,4,7,5,73,76,94,73,74
3149,DSA,6,10,10,14,6,12,7,8,10,9,94,104,96,91,85
3150,DSA,9,7,8,6,14,11,8,5,14,10,94,104,78,88,112
3151,DSA,6,7,3,9,12,6,5,5,7,7,73,80,78,65,97
3152,DSA,13,8,7,7,11,6,11,15,14,9,101,96,111,94,100
3153,DSA,8,12,12,14,5,12,12,16,13,10,111,114,117,112,85
3154,DSA,10,12,9,10,7,11,4,9,15,7,95,116,98,79,82
3155,DSA,13,10,7,14,8,11,5,11,15,12,105,112,117,76,100
3156,DSA,13,8,9,11,6,10,8,13,10,7,96,96,115,91,80
3157,DSA,9,7,5,12,9,10,4,10,11,5,85,96,102,67,82
3158,DSA,10,9,7,14,8,9,6,14,10,8,96,96,117,79,88
3159,DSA,9,8,6,10,4,4,6,5,9,9,76,82,87,76,80
3160,DSA,10,14,7,14,12,9,9,13,12,13,110,110,115,88,115
3161,DSA,8,12,6,6,11,13,2,15,12,9,95,114,98,65,100
3162,DSA,8,4,9,9,11,8,9,10,9,11,90,82,94,94,106
3163,DSA,12,10,8,13,6,9,8,17,6,11,100,90,126,88,91
3164,DSA,10,10,7,11,9,9,6,11,15,8,97,108,104,79,91
3165,DSA,14,14,8,14,3,7,10,13,15,9,106,112,124,94,77
3166,DSA,12,8,11,8,4,6,7,7,7,3,78,82,94,94,62
3167,DSA,13,6,8,7,9,4,4,10,7,11,83,74,100,76,100
3168,DSA,6,11,7,15,8,10,9,14,11,10,101,104,111,88,94
3169,DSA,7,5,4,10,5,6,10,10,11,10,82,84,94,82,85
3170,DSA,12,10,14,14,5,11,12,11,13,7,107,108,115,118,77
3171,DSA,9,8,5,8,11,9,3,10,7,7,81,88,94,65,94
3172,DSA,12,13,6,9,6,14,11,8,11,10,100,116,98,91,88
3173,DSA,8,7,12,17,8,8,12,11,8,8,99,86,113,112,88
3174,DSA,14,12,11,12,7,13,7,10,15,6,106,120,113,94,80
3175,DSA,15,6,6,8,8,9,6,3,12,6,83,94,91,76,82
3176,DSA,10,10,7,8,7,13,8,9,14,7,94,114,94,85,82
3177,DSA,5,8,7,13,11,9,9,8,7,10,89,88,91,88,103
3178,DSA,8,7,6,7,8,5,8,8,7,8,77,78,85,82,88
3179,DSA,9,11,6,12,4,13,9,9,8,10,93,104,100,85,82
3180,DSA,8,7,6,10,4,8,8,14,8,9,85,86,104,82,80
3181,DSA,6,9,9,12,7,12,6,8,11,9,91,104,91,85,88
